,City,Latitude,Longitude,Date,Temp_Max,Temp_Min,Humidity,Weather,Weather_Score,Temp_Avg
1230,Toulouse,43.6044622,1.4442469,2024-11-20,8.44,8.44,71,light rain,-10,8.44
1231,Toulouse,43.6044622,1.4442469,2024-11-20,8.9,8.9,54,overcast clouds,200,8.9
1232,Toulouse,43.6044622,1.4442469,2024-11-20,8.35,8.35,46,broken clouds,300,8.35
1233,Toulouse,43.6044622,1.4442469,2024-11-20,6.63,6.63,53,overcast clouds,200,6.63
1234,Toulouse,43.6044622,1.4442469,2024-11-20,5.36,5.36,68,scattered clouds,400,5.36
1235,Toulouse,43.6044622,1.4442469,2024-11-21,4.91,4.91,76,broken clouds,300,4.91
1236,Toulouse,43.6044622,1.4442469,2024-11-21,4.07,4.07,82,overcast clouds,200,4.07
1237,Toulouse,43.6044622,1.4442469,2024-11-21,5.57,5.57,56,overcast clouds,200,5.57
1238,Toulouse,43.6044622,1.4442469,2024-11-21,7.8,7.8,68,light rain,-10,7.8
1239,Toulouse,43.6044622,1.4442469,2024-11-21,13.69,13.69,62,overcast clouds,200,13.69
1240,Montauban,44.0175835,1.3549991,2024-11-16,15.35,11.5,67,clear sky,600,13.425
1241,Montauban,44.0175835,1.3549991,2024-11-16,12.42,9.99,76,scattered clouds,400,11.205
1242,Montauban,44.0175835,1.3549991,2024-11-17,9.33,9.33,85,broken clouds,300,9.33
1243,Montauban,44.0175835,1.3549991,2024-11-17,8.69,8.69,87,overcast clouds,200,8.69
1244,Montauban,44.0175835,1.3549991,2024-11-17,7.87,7.87,89,broken clouds,300,7.87
1245,Montauban,44.0175835,1.3549991,2024-11-17,10.68,10.68,79,few clouds,500,10.68
1246,Montauban,44.0175835,1.3549991,2024-11-17,14.58,14.58,70,few clouds,500,14.58
1247,Montauban,44.0175835,1.3549991,2024-11-17,13.91,13.91,76,broken clouds,300,13.91
1248,Montauban,44.0175835,1.3549991,2024-11-17,11.48,11.48,80,overcast clouds,200,11.48
1249,Montauban,44.0175835,1.3549991,2024-11-17,8.99,8.99,90,overcast clouds,200,8.99
1250,Montauban,44.0175835,1.3549991,2024-11-18,7.79,7.79,87,overcast clouds,200,7.79
1251,Montauban,44.0175835,1.3549991,2024-11-18,6.58,6.58,88,overcast clouds,200,6.58
1252,Montauban,44.0175835,1.3549991,2024-11-18,5.67,5.67,89,broken clouds,300,5.67
1253,Montauban,44.0175835,1.3549991,2024-11-18,8.23,8.23,77,scattered clouds,400,8.23
1254,Montauban,44.0175835,1.3549991,2024-11-18,11.75,11.75,64,scattered clouds,400,11.75
1255,Montauban,44.0175835,1.3549991,2024-11-18,12.45,12.45,64,overcast clouds,200,12.45
1256,Montauban,44.0175835,1.3549991,2024-11-18,9.08,9.08,77,broken clouds,300,9.08
1257,Montauban,44.0175835,1.3549991,2024-11-18,8.39,8.39,80,overcast clouds,200,8.39
1258,Montauban,44.0175835,1.3549991,2024-11-19,7.65,7.65,84,overcast clouds,200,7.65
1259,Montauban,44.0175835,1.3549991,2024-11-19,6.76,6.76,86,overcast clouds,200,6.76
1260,Montauban,44.0175835,1.3549991,2024-11-19,8.14,8.14,90,broken clouds,300,8.14
1261,Montauban,44.0175835,1.3549991,2024-11-19,10.04,10.04,90,overcast clouds,200,10.04
1262,Montauban,44.0175835,1.3549991,2024-11-19,14.66,14.66,69,light rain,-10,14.66
1263,Montauban,44.0175835,1.3549991,2024-11-19,14.4,14.4,67,overcast clouds,200,14.4
1264,Montauban,44.0175835,1.3549991,2024-11-19,12.48,12.48,73,overcast clouds,200,12.48
1265,Montauban,44.0175835,1.3549991,2024-11-19,12.62,12.62,73,overcast clouds,200,12.62
1266,Montauban,44.0175835,1.3549991,2024-11-20,13.57,13.57,72,overcast clouds,200,13.57
1267,Montauban,44.0175835,1.3549991,2024-11-20,12.14,12.14,89,moderate rain,-20,12.14
1268,Montauban,44.0175835,1.3549991,2024-11-20,10.69,10.69,74,light rain,-10,10.69
1269,Montauban,44.0175835,1.3549991,2024-11-20,7.9,7.9,78,overcast clouds,200,7.9
1270,Montauban,44.0175835,1.3549991,2024-11-20,8.07,8.07,56,overcast clouds,200,8.07
1271,Montauban,44.0175835,1.3549991,2024-11-20,7.72,7.72,53,broken clouds,300,7.72
1272,Montauban,44.0175835,1.3549991,2024-11-20,5.63,5.63,66,broken clouds,300,5.63
1273,Montauban,44.0175835,1.3549991,2024-11-20,4.68,4.68,73,broken clouds,300,4.68
1274,Montauban,44.0175835,1.3549991,2024-11-21,4.14,4.14,74,broken clouds,300,4.14
1275,Montauban,44.0175835,1.3549991,2024-11-21,3.39,3.39,80,overcast clouds,200,3.39
1276,Montauban,44.0175835,1.3549991,2024-11-21,4.76,4.76,81,light rain,-10,4.76
1277,Montauban,44.0175835,1.3549991,2024-11-21,7.92,7.92,90,light rain,-10,7.92
1278,Montauban,44.0175835,1.3549991,2024-11-21,12.18,12.18,77,light rain,-10,12.18
1279,Montauban,44.0175835,1.3549991,2024-11-21,13.2,13.2,75,overcast clouds,200,13.2
1280,Biarritz,43.471143749999996,-1.552726590666314,2024-11-16,17.66,14.91,70,broken clouds,300,16.285
1281,Biarritz,43.471143749999996,-1.552726590666314,2024-11-16,15.53,13.78,77,overcast clouds,200,14.655
1282,Biarritz,43.471143749999996,-1.552726590666314,2024-11-17,13.26,13.26,81,overcast clouds,200,13.26
1283,Biarritz,43.471143749999996,-1.552726590666314,2024-11-17,13.24,13.24,83,overcast clouds,200,13.24
1284,Biarritz,43.471143749999996,-1.552726590666314,2024-11-17,13.08,13.08,84,broken clouds,300,13.08
1285,Biarritz,43.471143749999996,-1.552726590666314,2024-11-17,15.13,15.13,83,few clouds,500,15.13
1286,Biarritz,43.471143749999996,-1.552726590666314,2024-11-17,14.62,14.62,87,light rain,-10,14.62
1287,Biarritz,43.471143749999996,-1.552726590666314,2024-11-17,13.76,13.76,86,light rain,-10,13.76
1288,Biarritz,43.471143749999996,-1.552726590666314,2024-11-17,13.39,13.39,84,light rain,-10,13.39
1289,Biarritz,43.471143749999996,-1.552726590666314,2024-11-17,13.11,13.11,81,overcast clouds,200,13.11
1290,Biarritz,43.471143749999996,-1.552726590666314,2024-11-18,12.71,12.71,82,overcast clouds,200,12.71
1291,Biarritz,43.471143749999996,-1.552726590666314,2024-11-18,12.31,12.31,84,overcast clouds,200,12.31
1292,Biarritz,43.471143749999996,-1.552726590666314,2024-11-18,12.18,12.18,84,overcast clouds,200,12.18
1293,Biarritz,43.471143749999996,-1.552726590666314,2024-11-18,12.82,12.82,81,overcast clouds,200,12.82
1294,Biarritz,43.471143749999996,-1.552726590666314,2024-11-18,13.9,13.9,75,overcast clouds,200,13.9
1295,Biarritz,43.471143749999996,-1.552726590666314,2024-11-18,13.77,13.77,75,overcast clouds,200,13.77
1296,Biarritz,43.471143749999996,-1.552726590666314,2024-11-18,12.57,12.57,79,overcast clouds,200,12.57
1297,Biarritz,43.471143749999996,-1.552726590666314,2024-11-18,11.7,11.7,85,overcast clouds,200,11.7
1298,Biarritz,43.471143749999996,-1.552726590666314,2024-11-19,12.05,12.05,86,broken clouds,300,12.05
1299,Biarritz,43.471143749999996,-1.552726590666314,2024-11-19,13.12,13.12,87,light rain,-10,13.12
1300,Biarritz,43.471143749999996,-1.552726590666314,2024-11-19,13.73,13.73,85,light rain,-10,13.73
1301,Biarritz,43.471143749999996,-1.552726590666314,2024-11-19,14.35,14.35,82,light rain,-10,14.35
1302,Biarritz,43.471143749999996,-1.552726590666314,2024-11-19,15.36,15.36,78,light rain,-10,15.36
1303,Biarritz,43.471143749999996,-1.552726590666314,2024-11-19,15.02,15.02,78,light rain,-10,15.02
1304,Biarritz,43.471143749999996,-1.552726590666314,2024-11-19,15.2,15.2,76,overcast clouds,200,15.2
1305,Biarritz,43.471143749999996,-1.552726590666314,2024-11-19,14.11,14.11,78,overcast clouds,200,14.11
1306,Biarritz,43.471143749999996,-1.552726590666314,2024-11-20,15.89,15.89,67,overcast clouds,200,15.89
1307,Biarritz,43.471143749999996,-1.552726590666314,2024-11-20,13.46,13.46,88,light rain,-10,13.46
1308,Biarritz,43.471143749999996,-1.552726590666314,2024-11-20,12.36,12.36,82,light rain,-10,12.36
1309,Biarritz,43.471143749999996,-1.552726590666314,2024-11-20,11.46,11.46,71,light rain,-10,11.46
1310,Biarritz,43.471143749999996,-1.552726590666314,2024-11-20,10.87,10.87,65,light rain,-10,10.87
1311,Biarritz,43.471143749999996,-1.552726590666314,2024-11-20,10.86,10.86,58,light rain,-10,10.86
1312,Biarritz,43.471143749999996,-1.552726590666314,2024-11-20,8.83,8.83,73,light rain,-10,8.83
1313,Biarritz,43.471143749999996,-1.552726590666314,2024-11-20,7.76,7.76,81,overcast clouds,200,7.76
1314,Biarritz,43.471143749999996,-1.552726590666314,2024-11-21,8.66,8.66,79,overcast clouds,200,8.66
1315,Biarritz,43.471143749999996,-1.552726590666314,2024-11-21,10.02,10.02,76,overcast clouds,200,10.02
1316,Biarritz,43.471143749999996,-1.552726590666314,2024-11-21,10.72,10.72,81,light rain,-10,10.72
1317,Biarritz,43.471143749999996,-1.552726590666314,2024-11-21,11.23,11.23,81,light rain,-10,11.23
1318,Biarritz,43.471143749999996,-1.552726590666314,2024-11-21,17.04,17.04,68,overcast clouds,200,17.04
1319,Biarritz,43.471143749999996,-1.552726590666314,2024-11-21,15.66,15.66,73,light rain,-10,15.66
1320,Bayonne,43.4945144,-1.4736657,2024-11-16,17.67,14.16,71,broken clouds,300,15.915000000000001
1321,Bayonne,43.4945144,-1.4736657,2024-11-16,15.15,13.02,79,overcast clouds,200,14.085
1322,Bayonne,43.4945144,-1.4736657,2024-11-17,12.34,12.34,84,overcast clouds,200,12.34
1323,Bayonne,43.4945144,-1.4736657,2024-11-17,12.37,12.37,86,overcast clouds,200,12.37
1324,Bayonne,43.4945144,-1.4736657,2024-11-17,12.24,12.24,87,broken clouds,300,12.24
1325,Bayonne,43.4945144,-1.4736657,2024-11-17,14.9,14.9,84,few clouds,500,14.9
1326,Bayonne,43.4945144,-1.4736657,2024-11-17,14.44,14.44,87,light rain,-10,14.44
1327,Bayonne,43.4945144,-1.4736657,2024-11-17,13.77,13.77,85,overcast clouds,200,13.77
1328,Bayonne,43.4945144,-1.4736657,2024-11-17,13.11,13.11,84,overcast clouds,200,13.11
1329,Bayonne,43.4945144,-1.4736657,2024-11-17,12.8,12.8,81,overcast clouds,200,12.8
1330,Bayonne,43.4945144,-1.4736657,2024-11-18,12.37,12.37,82,overcast clouds,200,12.37
1331,Bayonne,43.4945144,-1.4736657,2024-11-18,11.95,11.95,84,overcast clouds,200,11.95
1332,Bayonne,43.4945144,-1.4736657,2024-11-18,11.8,11.8,85,overcast clouds,200,11.8
1333,Bayonne,43.4945144,-1.4736657,2024-11-18,12.64,12.64,81,overcast clouds,200,12.64
1334,Bayonne,43.4945144,-1.4736657,2024-11-18,14.19,14.19,73,overcast clouds,200,14.19
1335,Bayonne,43.4945144,-1.4736657,2024-11-18,13.87,13.87,74,overcast clouds,200,13.87
1336,Bayonne,43.4945144,-1.4736657,2024-11-18,11.84,11.84,82,overcast clouds,200,11.84
1337,Bayonne,43.4945144,-1.4736657,2024-11-18,10.93,10.93,88,overcast clouds,200,10.93
1338,Bayonne,43.4945144,-1.4736657,2024-11-19,11.26,11.26,89,broken clouds,300,11.26
1339,Bayonne,43.4945144,-1.4736657,2024-11-19,12.62,12.62,89,light rain,-10,12.62
1340,Bayonne,43.4945144,-1.4736657,2024-11-19,13.37,13.37,86,light rain,-10,13.37
1341,Bayonne,43.4945144,-1.4736657,2024-11-19,14.07,14.07,83,light rain,-10,14.07
1342,Bayonne,43.4945144,-1.4736657,2024-11-19,15.28,15.28,79,light rain,-10,15.28
1343,Bayonne,43.4945144,-1.4736657,2024-11-19,14.96,14.96,77,light rain,-10,14.96
1344,Bayonne,43.4945144,-1.4736657,2024-11-19,14.99,14.99,75,overcast clouds,200,14.99
1345,Bayonne,43.4945144,-1.4736657,2024-11-19,13.94,13.94,78,overcast clouds,200,13.94
1346,Bayonne,43.4945144,-1.4736657,2024-11-20,15.9,15.9,65,overcast clouds,200,15.9
1347,Bayonne,43.4945144,-1.4736657,2024-11-20,13.19,13.19,88,light rain,-10,13.19
1348,Bayonne,43.4945144,-1.4736657,2024-11-20,12.1,12.1,82,light rain,-10,12.1
1349,Bayonne,43.4945144,-1.4736657,2024-11-20,11.07,11.07,71,light rain,-10,11.07
1350,Bayonne,43.4945144,-1.4736657,2024-11-20,10.71,10.71,63,light rain,-10,10.71
1351,Bayonne,43.4945144,-1.4736657,2024-11-20,10.94,10.94,58,overcast clouds,200,10.94
1352,Bayonne,43.4945144,-1.4736657,2024-11-20,8.31,8.31,76,overcast clouds,200,8.31
1353,Bayonne,43.4945144,-1.4736657,2024-11-20,7.13,7.13,83,overcast clouds,200,7.13
1354,Bayonne,43.4945144,-1.4736657,2024-11-21,7.57,7.57,80,overcast clouds,200,7.57
1355,Bayonne,43.4945144,-1.4736657,2024-11-21,9.69,9.69,76,overcast clouds,200,9.69
1356,Bayonne,43.4945144,-1.4736657,2024-11-21,9.83,9.83,84,light rain,-10,9.83
1357,Bayonne,43.4945144,-1.4736657,2024-11-21,10.42,10.42,85,light rain,-10,10.42
1358,Bayonne,43.4945144,-1.4736657,2024-11-21,16.85,16.85,67,overcast clouds,200,16.85
1359,Bayonne,43.4945144,-1.4736657,2024-11-21,15.18,15.18,75,light rain,-10,15.18
1360,La Rochelle,46.159732,-1.1515951,2024-11-16,12.97,11.2,68,clear sky,600,12.085
1361,La Rochelle,46.159732,-1.1515951,2024-11-16,11.38,10.14,74,scattered clouds,400,10.760000000000002
1362,La Rochelle,46.159732,-1.1515951,2024-11-17,8.73,8.73,80,scattered clouds,400,8.73
1363,La Rochelle,46.159732,-1.1515951,2024-11-17,7.89,7.89,83,scattered clouds,400,7.89
1364,La Rochelle,46.159732,-1.1515951,2024-11-17,6.97,6.97,83,scattered clouds,400,6.97
1365,La Rochelle,46.159732,-1.1515951,2024-11-17,7.7,7.7,79,overcast clouds,200,7.7
1366,La Rochelle,46.159732,-1.1515951,2024-11-17,10.0,10.0,71,overcast clouds,200,10.0
1367,La Rochelle,46.159732,-1.1515951,2024-11-17,11.29,11.29,71,overcast clouds,200,11.29
1368,La Rochelle,46.159732,-1.1515951,2024-11-17,11.68,11.68,76,overcast clouds,200,11.68
1369,La Rochelle,46.159732,-1.1515951,2024-11-17,12.69,12.69,76,broken clouds,300,12.69
1370,La Rochelle,46.159732,-1.1515951,2024-11-18,11.8,11.8,87,light rain,-10,11.8
1371,La Rochelle,46.159732,-1.1515951,2024-11-18,10.7,10.7,83,broken clouds,300,10.7
1372,La Rochelle,46.159732,-1.1515951,2024-11-18,10.16,10.16,84,overcast clouds,200,10.16
1373,La Rochelle,46.159732,-1.1515951,2024-11-18,10.79,10.79,75,overcast clouds,200,10.79
1374,La Rochelle,46.159732,-1.1515951,2024-11-18,13.17,13.17,65,overcast clouds,200,13.17
1375,La Rochelle,46.159732,-1.1515951,2024-11-18,13.0,13.0,64,overcast clouds,200,13.0
1376,La Rochelle,46.159732,-1.1515951,2024-11-18,12.98,12.98,68,overcast clouds,200,12.98
1377,La Rochelle,46.159732,-1.1515951,2024-11-18,13.08,13.08,74,overcast clouds,200,13.08
1378,La Rochelle,46.159732,-1.1515951,2024-11-19,13.82,13.82,79,light rain,-10,13.82
1379,La Rochelle,46.159732,-1.1515951,2024-11-19,13.75,13.75,79,light rain,-10,13.75
1380,La Rochelle,46.159732,-1.1515951,2024-11-19,14.03,14.03,80,light rain,-10,14.03
1381,La Rochelle,46.159732,-1.1515951,2024-11-19,14.46,14.46,82,light rain,-10,14.46
1382,La Rochelle,46.159732,-1.1515951,2024-11-19,14.35,14.35,86,light rain,-10,14.35
1383,La Rochelle,46.159732,-1.1515951,2024-11-19,14.69,14.69,86,light rain,-10,14.69
1384,La Rochelle,46.159732,-1.1515951,2024-11-19,14.68,14.68,87,light rain,-10,14.68
1385,La Rochelle,46.159732,-1.1515951,2024-11-19,12.97,12.97,85,moderate rain,-20,12.97
1386,La Rochelle,46.159732,-1.1515951,2024-11-20,11.37,11.37,71,overcast clouds,200,11.37
1387,La Rochelle,46.159732,-1.1515951,2024-11-20,8.65,8.65,76,light rain,-10,8.65
1388,La Rochelle,46.159732,-1.1515951,2024-11-20,7.56,7.56,66,overcast clouds,200,7.56
1389,La Rochelle,46.159732,-1.1515951,2024-11-20,8.1,8.1,56,overcast clouds,200,8.1
1390,La Rochelle,46.159732,-1.1515951,2024-11-20,9.72,9.72,51,overcast clouds,200,9.72
1391,La Rochelle,46.159732,-1.1515951,2024-11-20,9.56,9.56,47,overcast clouds,200,9.56
1392,La Rochelle,46.159732,-1.1515951,2024-11-20,9.04,9.04,49,overcast clouds,200,9.04
1393,La Rochelle,46.159732,-1.1515951,2024-11-20,9.9,9.9,54,overcast clouds,200,9.9
1394,La Rochelle,46.159732,-1.1515951,2024-11-21,10.71,10.71,68,light rain,-10,10.71
1395,La Rochelle,46.159732,-1.1515951,2024-11-21,12.71,12.71,88,moderate rain,-20,12.71
1396,La Rochelle,46.159732,-1.1515951,2024-11-21,12.28,12.28,76,light rain,-10,12.28
1397,La Rochelle,46.159732,-1.1515951,2024-11-21,10.76,10.76,94,light rain,-10,10.76
1398,La Rochelle,46.159732,-1.1515951,2024-11-21,13.7,13.7,91,moderate rain,-20,13.7
1399,La Rochelle,46.159732,-1.1515951,2024-11-21,4.57,4.57,88,light rain,-10,4.57
